,50000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,70000
2021-10-17,137.19,114.58,119.73,103.04,111.09,96.85,93.1,90.51,90.79,83.81,85.01,79.39,0,0,0,0,0,0,0
2021-10-18,0,0,0,132.8,116.98,104.85,100.62,117.02,102.16,94.7,92.33,86.4,82.74,0,0,0,0,0,0
