,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-11,106.4,97.03,89.03,85.57,74.04,65.59,64.86,0,0
2021-07-12,0,131.36,106.05,81.11,78.72,75.11,54.8,0,0
