,14000,16500,16750,17000,17250,17500,17750,18000,18250,18500,19000
2023-01-10,137.69,38.11,39.57,32.86,34.22,32.23,36.38,0,0,0,0
2023-01-11,172.98,67.98,65.35,59.62,41.14,60.54,47.21,50.03,0,0,0.0
