,28000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000
2021-06-20,169.9,148.92,131.39,132.44,113.1,104.16,94.55,88.76,82.2,63.18,0,0
2021-06-21,199.32,159.8,142.06,131.08,130.43,132.94,107.14,137.65,144.26,154.59,0,0
