,15000,15500,15750,16000,16250,16500,16750,17000,17250,17500
2022-12-22,89.6,69.91,64.13,51.92,43.01,35.86,31.55,34.69,0,0
2022-12-23,0,71.41,60.94,53.81,53.9,37.45,14.35,27.03,0,0
