,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-01-18,88.03,89.73,66.77,64.71,57.15,50.94,51.95,0,0,0
2022-01-19,0,108.64,105.16,69.52,61.57,48.57,48.84,0,0,0
