,16000,16250,16500,16750,17000,17250,17500,17750,18000,18500
2022-12-09,58.3,54.55,38.27,33.59,29.05,25.31,28.32,0,0,0
2022-12-10,0,0,40.35,41.41,26.39,27.55,30.74,69.21,0,0
