,17000,18000,18250,18500,18750,19000,19250,19500,19750,20000
2022-09-24,87.15,64.69,0,57.09,0,56.99,0,61.25,0,53.33
2022-09-25,143.34,79.81,72.26,67.4,57.08,74.29,0,123.79,0,0
