,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000
2021-06-21,0,0,168.27,157.43,145.36,140.06,125.75,122.4,113.97,119.93,105.28,103.23,0
2021-06-22,209.96,187.06,218.2,191.54,168.39,145.42,122.67,120.47,137.66,0,264.77,0,0
