,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000
2021-02-18,111.31,124.14,106.28,101.27,98.12,95.18,89.38,0,0,0,0,0,0,0,0
2021-02-19,179.94,141.34,173.8,194.53,165.26,157.91,110.1,107.73,108.66,101.77,98.78,0,0,0,0
