,44000,48000,50000,52000,54000,55000,56000,57000,58000,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,68000,69000,70000,71000,72000,74000,76000,78000,80000,82000,84000,86000,88000,90000,92000
2024-04-18,0,82.85,78.3,76.11,73.28,0,70.78,71.38,70.62,69.21,68.86,0,69.09,0,67.31,0,67.88,0,68.19,0,67.01,0,67.4,0,0,67.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-19,91.79,83.03,78.76,74.52,73.81,0,72.14,69.71,70.51,68.46,70.24,0,68.78,0,67.12,0,67.55,0,66.05,0,69.17,0,68.73,0,68.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-20,84.97,81.18,78.05,78.0,76.4,0,73.43,68.09,72.86,71.38,70.68,0,0,0,70.86,0,70.66,0,70.14,0,70.37,0,70.5,0,70.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,92.48,84.7,78.85,78.37,74.56,0,74.43,73.19,70.77,71.7,70.92,0,71.44,0,70.5,0,70.34,0,70.17,0,68.98,0,68.95,0,71.51,70.1,69.85,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,94.1,85.78,79.85,77.38,73.61,0,71.67,69.69,69.32,68.05,66.69,0,66.57,0,66.4,0,66.99,0,65.49,0,65.8,0,65.87,0,66.16,65.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,95.71,83.3,80.14,74.78,71.89,0,67.92,67.25,64.71,64.21,62.63,0,61.64,0,62.63,0,61.04,0,59.92,0,60.72,0,60.58,0,60.62,63.64,0,60.29,60.87,80.72,0.0,0,0,0,0,0,0,0,0,0
2024-04-24,92.69,81.24,82.14,71.44,67.88,0,64.57,61.95,60.82,60.99,59.54,0,59.98,0,58.67,0,61.44,0,59.44,0,59.11,0,58.61,0,60.52,62.47,0,61.73,63.73,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,91.98,80.16,73.79,70.69,65.99,0,63.36,62.67,61.08,60.25,57.73,0,56.31,0,56.45,0,54.29,0,55.04,0,54.95,0,55.4,0,54.01,54.31,0,55.61,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,85.18,72.19,69.43,66.84,61.27,0,58.18,54.21,54.61,51.95,51.55,0,49.18,0,49.21,0,49.29,0,48.17,0,48.57,0,50.6,0,49.13,49.63,0,52.87,0,54.61,0,52.11,0,0,0,0,0,0,0,0
