,32000,36000,37000,38000,39000,40000,41000,42000,43000,44000,46000
2022-04-15,0,75.94,59.85,63.99,48.76,45.58,43.46,0,0,0,0
2022-04-16,328.91,0,0,68.79,42.21,35.47,37.72,0,0,0,0
