,20000,20500,21000,21500,22000,22500,23000,23500,24000,25000
2022-07-23,94.69,73.94,77.17,66.91,65.18,63.98,95.51,0,0,0
2022-07-24,0,0,137.22,97.82,84.18,80.81,80.71,0,0,0
