,19000,20000,20500,21000,21500,22000,22500,23000,24000,25000
2022-07-25,95.76,89.0,85.37,83.17,74.82,77.68,71.55,0,0,0
2022-07-26,117.28,110.51,75.52,63.88,53.84,0,0,0,0,0
