,50000,52000,54000,56000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,78000,80000,82000,84000,86000,88000,90000,92000,94000,96000,98000
2024-03-21,0,79.26,75.14,74.09,73.88,0,73.1,73.41,71.38,71.74,71.3,72.21,70.65,70.48,70.56,0,70.39,0,72.33,0,0,0,0,0,0,0,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-22,76.26,73.81,71.3,72.07,69.0,70.29,68.37,67.23,69.37,69.29,68.99,68.57,68.88,69.1,70.98,0,0,0,70.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.28,0,0,0,0,0,0
2024-03-23,76.51,74.33,74.29,72.93,72.3,72.46,69.83,70.02,70.61,70.26,69.35,69.79,69.99,69.81,70.27,0,0,0,0,0,0,0,0,0,0,0,62.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-24,78.49,74.37,73.5,70.39,69.91,68.05,71.31,69.01,68.09,70.2,66.8,67.98,67.73,67.3,66.94,0,68.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-25,79.15,78.11,76.32,72.73,72.05,70.04,71.81,69.97,68.96,69.86,69.72,69.67,70.8,68.92,69.13,0,69.0,0,69.08,0,70.03,0,70.94,0,70.18,0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26,86.06,81.67,77.78,74.98,73.33,72.6,72.32,71.52,71.19,71.17,69.91,69.52,70.66,69.48,69.41,0,70.25,0,69.66,0,69.91,0,69.65,0,69.44,0,71.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27,85.43,81.91,80.31,75.79,76.88,76.14,74.44,72.55,70.32,71.96,70.86,69.84,69.77,69.68,68.76,0,69.09,0,68.71,0,67.84,0,70.29,0,71.22,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-28,89.33,84.26,81.6,78.18,75.99,74.18,75.2,73.12,73.93,71.27,71.43,70.96,70.52,69.41,69.56,0,69.53,0,68.56,0,69.59,0,67.68,0,68.73,0,68.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-29,87.2,79.72,82.65,73.59,71.83,70.4,67.86,67.67,67.46,66.19,65.55,64.73,64.88,63.96,63.52,0,63.86,0,63.82,0,64.21,0,64.75,0,63.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-30,85.93,83.25,77.11,76.33,71.7,72.2,69.24,68.26,68.28,67.85,65.01,66.03,66.13,65.67,66.82,0,66.16,0,67.14,0,65.6,0,63.18,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,91.5,0,82.93,78.46,76.15,74.28,73.06,70.61,71.01,71.02,70.68,68.95,69.54,69.02,66.45,0,69.52,0,68.97,0,69.2,0,69.51,0,0,0,67.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-01,91.75,84.46,80.04,76.7,77.14,74.24,73.17,72.22,70.42,69.2,68.89,67.65,67.94,66.47,67.16,0,66.57,0,67.85,0,67.85,0,70.99,0,0,0,69.37,0,0,0,0,72.31,0,0,0,79.37,0,0,0,0,0
2024-04-02,90.75,88.67,84.52,79.63,74.58,74.96,72.7,72.54,71.41,71.09,70.91,70.43,68.94,69.49,67.85,0,72.69,0,67.22,0,66.97,0,66.86,0,78.59,0,65.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-03,91.72,88.92,81.67,77.38,75.03,71.99,71.0,67.44,67.85,66.74,66.34,66.39,65.72,65.82,63.0,0,0,0,0,0,0,0,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-04,101.78,96.12,87.51,80.27,77.56,73.48,74.4,70.42,68.22,68.26,66.87,66.15,65.37,63.33,64.1,0,63.46,0,63.05,0,65.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,99.09,92.62,86.13,79.81,75.74,73.66,70.69,69.92,67.92,64.19,61.75,62.58,63.31,61.04,60.16,0,61.4,0,61.79,0,61.93,0,64.72,0,0,0,0,0,0,67.37,0,81.62,0,0,0,0,0,0,0,108.62,111.57
2024-04-06,96.68,98.45,83.88,89.37,72.47,79.56,71.54,71.36,67.97,64.74,67.02,62.72,62.47,63.72,61.81,0,61.36,0,60.75,0,51.27,0,60.64,0,61.16,0,62.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,118.32,109.66,100.92,93.7,87.3,83.92,81.46,77.82,78.68,74.56,73.46,73.83,72.4,72.43,74.08,70.93,72.45,74.97,71.67,72.91,0,0,0,0,79.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,142.08,134.46,125.09,116.44,107.12,105.08,99.17,97.42,86.5,86.64,85.59,78.1,74.69,70.92,68.81,74.52,68.26,68.74,68.88,68.21,70.05,67.81,70.42,69.06,72.06,0,80.92,0,0,82.97,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,144.82,125.59,108.2,114.29,103.0,97.85,93.22,88.94,80.6,78.16,73.05,68.56,67.21,64.18,62.8,62.26,62.57,65.15,65.66,60.57,60.25,54.23,68.93,63.43,67.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,161.39,143.38,133.38,133.44,124.3,114.67,105.14,99.84,98.81,93.52,81.55,76.17,74.38,69.27,63.68,61.26,62.4,63.79,57.95,59.73,58.93,87.18,61.57,77.44,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
2024-04-11,0,0,0,0,154.79,193.62,156.98,142.12,144.08,128.12,112.15,100.18,90.47,75.38,63.67,65.82,53.43,44.51,41.38,41.26,44.36,60.64,58.39,58.78,61.09,63.76,0,0,0,90.58,0,0,0,0,0,0,0,0,0,0,0
