,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-16,73.26,69.27,58.51,54.54,47.98,43.7,0,0,0
2022-01-17,0,93.6,50.57,54.37,54.22,51.33,0,0,0
