,10000,12000,14000,15000,16000,17000,18000,19000,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,25500,26000,26500,27000,28000,30000,32000,34000,35000,36000,38000,40000,45000,50000,55000,60000,70000,80000
2022-05-26,119.19,0,104.9,0,100.63,0,92.93,0,87.3,0,0,0,83.0,0,0,0,80.7,0,0,0,0,0,0,71.64,69.64,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,120.37,0,104.28,0,97.18,0,91.33,0,86.09,0,0,0,81.47,0,0,0,77.53,0,0,0,74.19,0,0,72.51,69.7,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,118.26,0,102.94,0,98.87,0,92.39,0,86.42,0,0,0,81.31,0,0,0,77.08,0,0,0,0,0,0,0,67.99,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0,0,104.25,0,0,0,90.23,0,86.63,0,0,0,80.58,0,0,0,0,0,0,0,0,0,0,71.35,68.33,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,117.26,0,105.31,98.19,96.8,0,90.64,0,84.89,0,0,0,81.62,0,0,0,77.1,0,0,0,73.2,0,0,68.25,65.95,65.51,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,113.57,0,101.99,98.19,95.41,0,87.51,0,82.84,0,0,0,80.21,0,0,0,74.14,0,0,0,71.82,0,0,68.15,66.11,65.05,61.8,0,0,0,0,0,0,0,0,0,0
2022-06-01,120.38,0,101.34,97.48,94.3,0,0,0,83.1,0,0,0,79.29,0,0,0,74.42,0,0,0,71.45,0,0,68.97,67.26,67.1,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,119.2,0,100.6,96.26,92.88,0,86.95,0,81.82,0,0,0,79.35,0,0,0,73.14,0,0,0,0,0,0,0,0,63.05,0,0,0,60.5,61.01,0,0,0,0,0,0
2022-06-03,0,0,99.87,97.44,92.44,0,87.52,0,81.46,0,0,0,0,0,0,0,73.29,0,0,0,70.44,0,0,67.31,64.85,62.67,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,0,0,0,94.2,92.19,0,85.55,0,81.15,0,0,0,0,0,0,0,72.52,0,0,0,69.04,0,0,65.57,63.8,61.23,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,0,0,0,0,92.06,0,0,0,0,0,0,0,77.36,0,0,0,73.45,0,0,0,0,0,0,65.53,65.39,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0,0,0,0,92.43,0,85.28,0,79.98,0,0,0,74.94,0,0,0,71.44,0,0,0,67.11,0,0,64.65,0,0,0,0,0,0,0,0,0,0,0,0,0
