,36000,37000,38000,39000,40000,41000,42000,43000,44000
2022-04-14,84.16,74.91,58.37,53.15,50.83,50.78,0,0,0
2022-04-15,0,80.73,63.45,63.37,38.25,49.09,0,0,0
