date,82000,84000,86000,88000,90000,91000,92000,93000,94000,94500,95000,95500,96000,96500,97000,97500,98000,99000,100000,101000,102000,103000,104000
2024-12-20,91.45,82.6,76.26,69.98,62.66,57.85,55.28,50.74,46.73,0.0,44.63,0.0,43.0,0.0,40.05,0.0,39.2,39.63,0.0,0.0,0.0,0.0,47.48
2024-12-21,98.84,99.01,89.48,68.28,64.11,58.91,53.28,49.74,49.22,0.0,48.02,0.0,41.81,0.0,43.34,0.0,43.06,36.82,45.7,0.0,41.78,45.64,0.0
2024-12-22,119.86,161.1,98.51,116.15,93.38,87.28,75.59,77.35,68.45,62.01,61.51,60.83,66.43,42.62,60.39,45.17,74.53,69.79,45.03,54.96,117.76,84.47,133.93
