,20000,25000,26000,28000,29000,30000,31000,32000,33000,34000,35000,36000,38000,40000,42000,45000,50000,55000
2021-07-01,128.78,111.56,108.39,101.23,0,96.0,0,93.33,0,89.09,0,0,0,0,0,0,0,0
2021-07-02,127.63,109.21,107.46,101.13,0,96.93,0,91.77,0,86.39,0,0,0,0,0,0,0,0
2021-07-03,132.55,109.37,104.03,99.71,0,95.94,0,91.4,0,87.28,0,0,0,0,0,0,0,0
2021-07-04,0,113.19,109.14,99.97,0,96.28,0,90.16,0,84.28,0,80.05,0,0,0,0,0,0
2021-07-05,134.13,105.24,102.78,95.07,0,91.34,0,86.65,0,85.3,0,0,0,79.64,0,0,0,0
2021-07-06,128.72,106.6,103.26,97.27,0,92.22,0,87.89,0,83.53,0,0,0,0,0,0,0,0
2021-07-07,135.51,106.82,103.24,95.24,0,88.42,0,84.5,0,83.19,0,0,0,0,0,0,0,0
2021-07-08,128.29,105.23,100.03,93.0,0,87.81,0,81.98,0,75.22,0,0,0,0,0,0,0,0
2021-07-09,126.9,106.18,100.77,92.14,0,86.29,82.07,80.48,78.24,74.34,0,71.43,0,75.35,0,0,0,0
2021-07-10,142.0,103.97,100.92,88.99,0,83.05,81.06,78.04,74.35,74.82,0,0,0,0,0,0,0,0
2021-07-11,123.62,106.16,96.96,91.41,0,80.88,81.57,77.44,73.91,72.65,0,0,0,0,0,0,0,0
2021-07-12,0,104.01,96.63,89.52,0,81.57,78.86,78.1,73.44,74.25,0,74.75,0,0,0,0,0,0
2021-07-13,141.3,107.18,101.12,91.23,0,82.33,80.11,78.45,76.27,68.65,0,0,0,0,0,0,0,0
2021-07-14,149.13,99.91,95.07,87.31,0,81.81,77.58,74.62,75.38,74.22,0,0,0,0,0,0,0,0
2021-07-15,134.76,101.48,96.32,81.76,0,76.04,71.26,69.86,72.3,68.32,0,68.41,0,0,0,0,0,0
2021-07-16,141.55,99.26,91.15,78.61,0,71.64,68.66,66.78,64.56,66.44,0,0,71.21,0,0,0,0,0
2021-07-17,0,106.04,100.59,84.47,0,75.85,69.66,67.99,64.47,62.88,0,0,0,0,0,0,0,0
2021-07-18,167.43,111.98,109.27,91.37,0,79.16,68.51,65.09,67.05,63.45,0,68.04,0,0,0,0,0,0
2021-07-19,183.47,122.19,117.46,101.69,0,86.77,79.57,79.15,73.89,71.96,0,0,0,0,0,0,0,0
2021-07-20,0,116.13,112.21,96.83,90.67,84.92,94.25,88.16,88.71,104.81,0,0,0,200.72,0,0,0,0
2021-07-21,0,171.9,151.43,110.42,103.51,95.89,84.06,78.68,89.0,0,0,0,0,0,0,0,0,0
2021-07-22,0,0,0,172.2,102.75,124.24,90.35,78.97,73.34,0,0,112.94,0.0,0,0,0,0,0
