date,94000,96000,98000,100000,102000,103000,104000,105000,106000,106500,107000,107500,108000,108500,109000,109500,110000,110500,111000,111500,112000,113000,114000,115000,116000,118000
2025-05-21,75.81,63.26,60.01,59.19,49.82,49.49,55.39,51.1,45.63,0.0,52.45,0.0,51.59,0.0,51.54,0.0,51.01,0.0,51.45,0.0,52.4,53.01,0.0,0.0,0.0,0.0
2025-05-22,102.38,91.07,83.77,78.39,61.18,60.72,59.4,55.44,53.73,0.0,52.03,0.0,47.64,0.0,47.67,0.0,46.58,0.0,44.03,0.0,49.72,48.35,56.01,52.11,52.31,0.0
2025-05-23,121.58,115.71,91.73,97.97,76.86,74.55,66.56,60.15,50.36,52.75,43.08,40.52,41.89,44.88,35.68,41.23,69.59,0.0,52.35,45.98,48.28,50.33,54.23,49.46,63.0,0.0
