date,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000
2021-10-07,123.82,123.36,107.46,98.33,86.46,80.37,82.78,78.9,78.6,75.76,66.66,0.0
2021-10-08,0.0,118.24,140.25,118.3,107.55,96.11,79.38,75.31,78.83,75.79,238.27,73.16
