,18000,19000,19500,20000,20500,21000,21500,22000,23000,24000
2022-07-15,98.06,72.5,75.89,61.11,56.31,54.17,58.61,0,0,0
2022-07-16,0,85.67,81.06,68.27,65.92,58.57,63.28,0,0,0
