date,57000,58000,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,71000
2024-07-17,70.38,63.17,58.16,56.76,52.58,51.73,50.63,50.74,51.24,48.57,50.72,48.73,49.47,56.03,53.12,0.0,0.0,0.0,0.0,0.0
2024-07-18,73.69,67.16,62.63,57.28,46.75,47.45,45.27,44.34,45.03,42.69,41.22,44.63,47.83,47.58,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,85.52,91.56,77.42,95.98,94.74,73.36,98.61,84.37,78.63,68.13,63.33,52.18,49.44,46.76,38.01,31.27,31.9,40.41,65.71,0.0
