date,15500,16000,16250,16500,16750,17000,17250,17500
2022-12-06,76.27,56.42,54.45,50.37,47.81,42.45,38.39,0.0
2022-12-07,0.0,59.93,62.75,57.13,34.65,34.95,46.18,64.74
