date,46000,48000,50000,52000,53000,54000,55000,56000,57000,58000,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,68000,69000,70000,72000,74000,76000,78000,80000,82000,84000
2024-09-12,65.2,61.51,58.18,54.93,54.28,52.16,52.13,51.12,51.96,52.7,50.9,50.92,0.0,0.0,0.0,52.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,68.39,62.69,59.41,57.13,54.7,53.37,52.71,51.99,49.99,48.91,49.16,49.1,0.0,0.0,0.0,49.26,0.0,0.0,0.0,50.61,0.0,0.0,0.0,50.68,0.0,0.0,51.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-14,65.48,61.47,58.83,55.42,53.66,51.33,50.29,50.42,49.43,48.69,48.35,47.91,0.0,47.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-15,67.96,0.0,59.0,54.63,54.76,52.4,52.65,51.52,50.56,49.86,48.7,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,66.16,0.0,58.93,55.13,54.61,52.17,53.1,51.36,50.8,50.73,50.99,51.42,0.0,0.0,0.0,52.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,76.18,67.68,65.18,57.24,59.38,54.78,52.34,52.2,51.66,50.4,51.33,50.0,0.0,50.34,0.0,51.87,0.0,53.17,0.0,0.0,0.0,0.0,0.0,51.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18,71.19,65.39,62.9,58.5,57.68,54.48,53.98,50.0,50.77,49.61,48.95,48.01,0.0,48.26,0.0,48.19,0.0,48.32,0.0,0.0,0.0,45.56,0.0,55.48,0.0,0.0,51.73,0.0,0.0,0.0,61.18,0.0,64.7,66.84,0.0,0.0
2024-09-19,78.58,73.06,67.83,61.47,59.19,58.09,55.37,54.98,52.62,51.58,49.96,48.48,0.0,47.44,0.0,48.32,0.0,47.29,0.0,47.98,0.0,49.46,0.0,50.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,79.57,71.65,65.64,59.96,57.25,55.32,53.9,50.68,49.07,47.33,47.4,46.19,0.0,45.44,0.0,45.69,0.0,45.6,0.0,49.23,0.0,0.0,0.0,45.89,0.0,0.0,50.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
