date,49000,50000,51000,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000
2024-09-05,0.0,85.78,74.64,70.93,0.0,66.54,62.42,60.7,57.41,65.47,53.96,53.86,53.87,53.68,55.24,41.66,0.0,0.0,0.0,0.0
2024-09-06,76.96,80.73,64.58,51.29,53.76,49.37,38.69,34.05,59.53,50.21,60.89,57.43,66.48,57.31,61.8,0.0,71.43,72.37,67.69,88.34
2024-09-07,79.88,87.54,93.43,67.34,53.47,50.66,40.5,34.77,27.05,28.35,26.94,40.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
