,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000
2022-03-27,93.0,97.88,83.05,75.04,73.9,68.4,63.47,63.27,0,0,0,0
2022-03-28,0,0,0,85.28,92.31,82.75,61.64,54.01,58.42,60.1,0,0
