date,40000,42000,43000,44000,45000,46000,47000,48000,49000,50000
2021-03-05,145.99,120.6,127.62,110.13,113.29,101.83,94.48,88.21,90.32,0.0
2021-03-06,0.0,137.22,114.29,117.37,94.91,93.63,90.66,94.26,73.38,76.78
