date,104000,106000,108000,110000,112000,113000,113500,114000,114500,115000,115500,116000,117000,118000,119000,120000,121000
2025-07-30,73.93,63.79,54.54,48.3,40.54,40.08,0.0,34.92,0.0,34.35,0.0,33.3,33.99,31.8,34.77,0.0,36.71
2025-07-31,79.54,72.23,61.9,53.31,41.52,37.65,0.0,36.39,0.0,33.73,0.0,31.02,32.7,30.84,30.02,31.51,0.0
2025-08-01,115.55,92.65,74.85,60.14,36.57,27.74,30.0,31.09,27.86,21.25,34.63,0.0,63.72,0.0,50.39,0.0,0.0
