date,42000,43000,44000,45000,46000,47000,48000,49000
2022-01-03,74.28,67.7,66.06,62.78,64.36,59.47,62.31,57.08
2022-01-04,0.0,103.72,94.67,61.35,54.25,55.97,44.15,0.0
