date,55000,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63250,63500,63750,64000,64250,64500,64750,65000,65250,65500,65750,66000,66250,66500,66750,67000,67250,67500,67750,68000,68500,69000
2024-03-02,73.72,62.44,62.84,58.78,55.17,56.04,53.74,54.0,51.78,51.5,50.94,50.48,51.27,51.34,52.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03,100.77,96.0,94.34,90.07,69.74,86.91,76.84,74.21,70.97,73.73,72.25,74.73,72.79,71.04,76.09,75.31,0.0,76.72,0.0,78.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,132.21,129.1,153.0,146.64,139.81,132.71,135.68,152.67,143.3,135.76,119.25,151.64,120.23,127.48,123.07,122.19,94.2,90.59,104.13,92.88,97.45,86.43,79.65,80.84,69.08,75.1,76.59,73.82,74.7,73.6,75.53,76.71,83.5,77.84,73.83,73.15,77.02,77.65
