date,8250,8500,8750,9000,9250,9500,9750,10000,10250,10500,10750,11000,11250,11500,11750,12000,13000
2020-08-31,0.0,0.0,0.0,0.0,75.01,72.05,0.0,0.0,0.0,54.34,51.61,49.24,0.0,47.69,47.45,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,77.8,75.12,69.37,0.0,60.67,56.82,55.65,51.41,50.12,48.47,46.22,46.59,0.0
2020-09-02,0.0,0.0,0.0,78.32,68.61,66.74,61.61,57.79,53.91,50.18,48.57,46.79,44.44,42.1,44.19,0.0,49.09
2020-09-03,82.23,87.76,83.42,70.72,69.21,67.08,59.74,63.86,59.16,51.75,56.98,49.21,48.05,62.28,61.55,39.86,53.2
2020-09-04,89.34,77.51,77.94,76.73,68.57,66.59,60.67,60.37,58.7,56.36,52.77,96.38,0.0,52.98,68.73,0.0,0.0
2020-09-05,86.0,88.32,83.1,79.48,75.51,72.72,71.55,67.03,62.76,65.45,63.74,0.0,0.0,67.63,75.3,0.0,77.35
2020-09-06,95.67,0.0,0.0,80.31,74.1,71.17,67.02,64.46,65.76,69.33,58.74,63.09,0.0,0.0,0.0,67.19,0.0
2020-09-07,97.99,94.3,85.46,83.33,74.64,74.18,70.52,67.75,64.23,60.98,62.35,59.45,65.17,60.73,0.0,0.0,0.0
2020-09-08,101.45,93.82,87.47,86.18,80.73,77.62,73.3,72.09,68.93,69.8,68.75,63.72,65.46,76.17,80.22,0.0,0.0
2020-09-09,101.91,95.7,88.25,82.73,83.12,76.61,69.45,65.88,63.76,61.48,62.92,0.0,62.21,0.0,0.0,76.39,0.0
2020-09-10,100.19,95.99,87.15,79.6,79.65,72.86,65.22,62.24,57.51,52.03,51.85,51.98,56.67,52.4,53.71,0.0,0.0
2020-09-11,104.06,89.63,84.67,82.0,77.12,68.94,59.19,55.76,49.66,47.04,55.66,42.89,50.34,54.89,0.0,69.08,59.3
2020-09-12,98.14,91.02,84.19,80.48,71.75,64.75,58.1,55.53,49.3,49.64,0.0,43.81,0.0,52.69,0.0,0.0,0.0
2020-09-13,94.96,88.85,89.46,77.16,66.79,66.51,53.01,50.87,47.93,48.1,44.72,46.97,56.52,69.27,81.71,0.0,0.0
2020-09-14,101.49,103.88,106.02,91.95,80.61,81.55,63.59,55.31,56.11,48.87,43.27,44.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,165.68,143.03,136.36,123.49,116.18,97.9,92.45,79.3,63.06,51.79,45.99,43.9,48.84,67.01,0.0,69.2,0.0
2020-09-16,181.54,165.57,148.9,164.93,128.95,121.57,102.59,107.05,84.03,62.97,45.15,44.99,35.89,56.15,0.0,0.0,0.0
2020-09-17,0.0,0.0,0.0,186.57,148.6,187.79,127.39,102.45,95.99,67.53,46.12,45.68,69.18,0.0,0.0,0.0,203.34
