,28000,29000,30000,31000,32000,33000,34000,35000,36000
2021-07-23,101.65,87.11,85.53,85.31,76.17,71.4,61.49,0,0
2021-07-24,0,0,170.36,131.16,99.52,71.08,58.17,0.0,0
