,28000,29000,30000,31000,32000,33000,34000,35000,36000
2021-07-13,120.13,107.25,103.22,91.75,81.2,80.51,62.09,0,61.3
2021-07-14,139.73,132.39,115.3,101.63,80.54,71.94,77.62,0,0
