date,55000,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63250,63500,63750,64000,64500,65000,65500,65750,66000,66500,66750,67000,67250,67500,68000,68250,68500,69000,69500,70000
2024-03-03,89.62,80.32,69.25,84.17,72.44,73.69,74.49,79.12,64.18,77.13,76.17,76.92,74.43,73.3,77.68,76.43,0.0,77.65,0.0,79.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,107.11,122.68,96.42,92.46,107.09,100.01,113.92,103.6,108.66,93.7,100.61,93.83,84.64,79.23,81.44,75.0,0.0,73.83,0.0,75.44,73.62,85.72,77.85,0.0,78.78,77.05,0.0,79.71,0.0,77.51,82.25,0.0,86.86,0.0,0.0,0.0
2024-03-05,202.96,173.54,136.03,166.07,125.29,137.8,136.3,126.14,119.85,106.5,105.46,100.94,96.81,77.61,71.76,70.37,72.68,62.0,72.3,69.9,71.0,72.11,85.99,95.36,99.71,0.0,122.89,118.78,95.79,108.99,132.87,138.88,0.0,95.47,99.87,121.47
