date,15000,15500,16000,16250,16500,16750,17000,17250,17500
2022-12-01,90.62,78.02,68.39,59.14,52.71,48.3,45.96,55.52,56.99
2022-12-02,0.0,80.39,67.04,55.07,56.41,45.49,32.85,52.27,64.98
