date,58000,59000,60000,61000,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,69000
2024-09-28,58.97,53.43,48.51,45.67,41.51,38.67,36.78,37.3,37.12,36.98,34.55,36.39,33.72,0.0,0.0,0.0
2024-09-29,0.0,68.13,67.9,66.29,51.4,47.56,39.9,41.01,41.77,40.83,40.12,40.06,44.16,0.0,0.0,0.0
2024-09-30,89.76,79.6,77.3,56.19,43.79,39.07,30.85,40.0,57.06,32.12,51.79,47.19,0.0,60.18,40.55,0.0
