date,84000,86000,88000,90000,91000,92000,93000,93500,94000,94500,95000,96000,97000
2025-04-28,66.6,54.17,49.22,43.23,41.02,41.04,39.73,0.0,40.01,0.0,39.14,44.82,0.0
2025-04-29,71.11,59.11,54.69,46.29,41.18,36.05,35.22,0.0,34.26,0.0,36.58,37.33,0.0
2025-04-30,99.66,84.91,70.16,67.23,53.98,44.02,33.6,29.15,29.64,26.4,30.17,47.15,0.0
