date,84000,86000,88000,90000,91000,92000,93000,94000,94500,95000,95500,96000,96500,97000,97500,98000,98500,99000,100000
2024-12-02,80.95,63.18,62.79,58.85,56.86,55.85,53.61,50.84,0.0,50.72,0.0,51.2,0.0,53.41,0.0,53.36,0.0,0.0,0.0
2024-12-03,87.29,80.0,66.55,57.53,58.29,51.93,50.56,45.85,0.0,45.67,0.0,44.81,0.0,0.0,0.0,48.04,0.0,53.52,0.0
2024-12-04,101.17,157.42,104.34,115.44,100.68,89.92,97.13,77.41,73.13,70.04,65.29,59.27,60.02,50.7,44.56,41.25,44.22,45.59,45.95
