date,6000,7000,8000,9000,10000,11000,12000,12500,13500,14500,15500,15750,16250,18250
2020-08-31,0.349969,0.274173,,0.149366,,0.046521,,,,,,,,
2020-09-01,0.343766,0.267431,0.200898,0.141631,,,,,,,,,,
2020-09-02,0.332301,0.255344,,0.128326,,,,,,,,,,
2020-09-03,0.284388,0.206218,,0.076131,,,,,,,,,,
2020-09-04,,0.212637,,0.082067,,,,,,,,,,
2020-09-05,,0.205521,,0.073692,,,,,,,,,,
2020-09-06,,0.200956,,0.067970,,,,,,,,,,
2020-09-07,,0.209736,,0.076388,,,,,,,,,,
2020-09-08,,0.207075,,0.072661,,,,,,,,,,
2020-09-09,,0.212902,,0.077908,,,,,,,,,,
2020-09-10,,0.213047,,0.077120,0.016710,,,,,,,,,
2020-09-11,0.301112,0.219021,,0.082476,,,,,,,,,,
2020-09-12,0.312856,0.230389,0.158228,,,,,,,,,,,
2020-09-13,0.308011,,,,,,,,,,,,,
2020-09-14,,0.243549,,,,,,,,,,,,
2020-09-15,,0.253936,,,,,,,,,,,,
2020-09-16,0.338800,0.254343,,,,,,,,,,,,
2020-09-17,,0.259531,0.185280,,,,,,,,,,,
2020-09-18,,,,,,,,,,,,,,
2020-09-19,,,,,,,,,,,,,,
2020-09-20,,,,,0.055975,,,,,,,,,
2020-09-21,,0.236311,,,,,,,,,,,,
2020-09-22,0.329564,,0.163404,,,,,,,,,,,
2020-09-23,,,,,,,,,,,,,,
2020-09-24,,,,,,,,,,,,,,
2020-09-25,,,,,,,,,,,,,,
2020-09-26,,,,,0.044967,,,,,,,,,
2020-09-27,,,,,,,,,,,,,,
2020-09-28,,,,,,,,,,,,,,
2020-09-29,,,,,,,,,,,,,,
2020-09-30,,,,,0.056165,,,,,,,,,
2020-10-01,,,,,,,,,,,,,,
2020-10-02,0.363723,,,,,,,,,,,,,
2020-10-03,,,,,0.043703,,,,,,,,,
2020-10-04,0.379734,,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,
2020-10-06,,,,,,,,,,,,,,
2020-10-07,,,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,,,
2020-10-09,,,,,,,,,,,,,,
2020-10-10,,0.339093,,,,,,,,,,,,
2020-10-11,0.447760,,0.252800,,,,,,,,,,,
2020-10-12,,,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,,,
2020-10-15,,,,,,,,,,,,,,
2020-10-16,,,,,,,,,,,,,,
2020-10-17,,0.372583,,,,,,,,,,,,
2020-10-18,0.490413,,,,,,,,,,,,,
2020-10-19,0.513770,,,,,,,,,,,,,
2020-10-20,0.548756,,,,,,,,,,,,,
2020-10-21,,,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,,,
2020-10-23,,,,,,,,,,,,,,
2020-10-24,,0.508357,,,,,,,,,,,,
2020-10-25,0.639164,0.516179,,,,,,,,,,,,
2020-10-26,,,,,,,,,,,,,,
2020-10-27,0.696686,,,,,,,,,,,,,
2020-10-28,,,,,,,,,,,,,,
2020-10-29,0.693156,,,,,,,,,,,,,
2020-10-30,,,,,,,,,,,,,,
2020-10-31,,,,,,,,,,,,,,
2020-11-01,0.765532,0.627449,,,,,,,,,,,,
2020-11-02,,,,,,,,,,,,,,
2020-11-03,0.787647,,,,,,,,,,,,,
2020-11-04,,,,,,,,,,0.001518,,,,
2020-11-05,,,,,,,,,,0.094214,0.022449,0.003371,,
2020-11-06,,,,,,,,,,0.075533,,,,
2020-11-07,0.954317,0.797645,,,,,,,,0.038784,,,,
2020-11-08,1.003482,,,,,,,,,0.068395,,,,
2020-11-09,,,,,,,,,,0.067579,,,,
2020-11-10,1.067535,0.897881,,,,,,,,0.079990,,,,
2020-11-11,1.131911,,,,,,,,,0.118290,0.034812,0.013302,,
2020-11-12,1.196980,1.016870,,,,,,,,,,0.048184,0.004685,
2020-11-13,,1.039068,,,,,,,,,,0.033723,,
2020-11-14,1.267872,1.074258,,,,,,,,,,0.030077,,
2020-11-15,1.336324,1.134939,0.960364,,,,,,,,,0.051554,0.002404,
2020-11-16,1.435123,1.225092,,,,,,,,,,,,
2020-11-17,1.608678,1.389159,,,,,,,,,,,,
2020-11-18,1.661011,1.429369,,,,,,,,,,,,
2020-11-19,1.810330,1.564983,1.352509,,,,,,,,,,,0.000458
2020-11-20,1.973184,1.711160,,,,,,,,,,,,0.050053
2020-11-21,2.115882,1.832758,1.587594,1.371199,,,,,,,,,,0.034973
2020-11-22,2.314860,2.004692,1.736107,1.499037,,,,,,,,,,0.034554
2020-11-23,2.577914,2.231065,1.930707,1.665580,,,,,,,,,,0.025545
2020-11-24,3.055290,2.655320,,2.003458,1.729731,1.481544,1.254220,1.147229,,,,,,
2020-11-25,3.516623,3.025187,2.599481,2.223562,,1.580682,,1.167941,0.917273,,,,,
2020-11-26,4.843685,4.147730,3.544708,,,,,,,,,,,
