date,32000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000
2021-06-03,0.0,138.86,127.48,112.11,89.63,82.48,79.79,81.1,73.32,82.18,84.2
2021-06-04,222.72,166.84,144.33,110.46,85.12,92.92,126.15,143.97,169.73,190.07,143.74
