date,86000,88000,90000,92000,93000,94000,95000,95500,96000,96500,97000,97500,98000,99000,100000
2025-02-14,69.41,60.47,44.54,38.4,32.5,29.6,28.74,0.0,26.97,0.0,26.03,0.0,27.6,31.97,31.94
2025-02-15,89.26,0.0,45.47,47.72,41.95,34.65,31.06,0.0,30.6,0.0,28.1,0.0,29.54,0.0,0.0
2025-02-16,94.91,79.41,93.04,45.77,45.49,42.21,32.53,35.66,35.7,32.03,33.85,25.45,41.26,34.05,0.0
