,30000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-02-20,151.2,126.97,112.5,113.45,104.73,94.36,76.11,71.22,68.78,0,0,0,0
2022-02-21,0,0,172.8,149.22,125.25,100.78,79.92,58.72,0.0,83.48,0,0,0
