date,30000,33000,34000,35000,36000,37000,38000,39000
2022-01-30,0.0,104.3,93.84,82.36,69.44,62.07,57.7,0.0
2022-01-31,162.2,111.16,90.14,79.9,98.39,76.91,60.24,53.69
