date,84000,86000,88000,90000,91000,92000,92500,93000,93500,94000,94500,95000,95500,96000,97000,97500,98000,98500,99000,100000,101000,102000,103000
2024-12-22,81.2,77.28,73.86,67.87,0.0,63.4,0.0,62.09,0.0,55.37,0.0,60.16,0.0,59.79,58.13,0.0,57.67,0.0,0.0,0.0,0.0,0.0,65.81
2024-12-23,87.72,78.57,70.53,63.09,60.0,52.14,0.0,51.65,0.0,53.47,0.0,52.05,0.0,56.85,58.52,0.0,56.47,0.0,0.0,0.0,0.0,61.86,55.58
2024-12-24,153.16,132.27,117.13,122.83,92.91,106.03,90.64,83.01,79.85,79.79,70.26,62.03,51.34,57.49,47.24,49.15,42.02,46.09,46.81,54.5,76.21,61.9,70.01
