,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-24,110.15,96.22,76.52,68.64,63.65,58.25,56.45,0,0,0
2022-04-25,0,94.38,95.17,89.2,79.61,76.03,52.76,71.15,0,0
