date,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500
2020-02-18,0.0,56.92,51.77,64.96,66.04,59.94,55.07,55.89,48.33,54.6,50.14,51.66,50.62,53.8
2020-02-19,136.25,92.8,104.33,77.48,76.92,58.4,64.86,55.94,87.54,0.0,0.0,43.33,0.0,97.61
