date,45000,47000,48000,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63500,64000,65000
2024-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,0.0,73.16,0.0,72.04,0.0,61.6,0.0,56.88,60.37,57.31,53.57,53.8,54.79,48.61,42.54,43.41,39.78,59.89,61.29,0.0
2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.64,0.0,86.35,0.0,83.6,0.0,79.28,0.0,68.61,68.04,66.36,64.15,63.71,63.54,62.89,64.23,48.27,71.73,49.98,0.0,0.0,0.0,68.25
2024-08-05,252.35,206.63,201.38,176.92,164.45,145.39,124.23,147.39,127.97,112.44,106.45,104.53,94.11,84.75,80.88,83.92,101.28,113.9,85.06,0.0,89.11,107.97,231.87,147.83,0.0,118.65,141.15,237.41,136.15,254.86,0.0,212.46,132.39,184.14
