date,50000,52000,54000,56000,57000,58000,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,66000,67000,68000,69000,70000,72000,82000,84000,88000,90000
2024-09-19,61.82,57.74,55.34,51.96,51.21,50.3,49.51,49.16,0.0,48.8,0.0,49.39,0.0,50.01,0.0,49.34,0.0,50.15,0.0,49.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,60.96,57.98,54.51,51.26,49.08,49.69,48.1,48.11,0.0,47.13,0.0,47.71,0.0,49.69,0.0,49.08,0.0,48.92,49.86,0.0,50.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21,59.47,56.96,53.37,50.92,49.47,49.3,48.54,47.85,0.0,47.6,0.0,46.67,0.0,47.49,0.0,47.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-22,59.9,56.74,54.98,51.07,51.67,51.09,49.75,48.87,0.0,48.48,0.0,48.46,0.0,49.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,63.0,58.51,53.21,50.68,49.57,47.6,47.92,47.15,0.0,46.58,0.0,47.51,0.0,46.87,0.0,46.51,0.0,48.59,0.0,0.0,51.52,50.42,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24,63.73,58.64,55.13,53.12,51.02,51.21,49.3,47.89,0.0,47.96,0.0,47.51,0.0,47.17,0.0,47.23,0.0,46.35,0.0,0.0,48.14,48.53,48.42,0.0,59.07,63.01,0.0,0.0
2024-09-25,63.25,60.26,55.01,51.12,49.17,47.92,47.1,46.3,0.0,45.38,0.0,44.82,0.0,45.06,0.0,44.91,0.0,44.94,48.12,48.51,48.79,45.94,48.59,0.0,55.82,57.57,0.0,0.0
2024-09-26,67.86,63.35,57.98,54.04,54.15,51.83,50.96,49.58,0.0,48.15,0.0,47.48,0.0,47.66,0.0,47.93,0.0,46.92,46.97,48.18,0.0,0.0,48.09,49.33,0.0,0.0,53.15,0.0
2024-09-27,71.64,63.37,60.07,54.9,53.53,52.67,50.08,46.79,0.0,46.3,0.0,45.45,0.0,45.16,0.0,45.24,0.0,44.36,45.14,46.55,47.27,45.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-28,69.19,64.06,59.68,55.06,52.81,50.96,49.29,47.51,0.0,46.18,0.0,44.53,0.0,46.46,0.0,44.52,0.0,43.83,45.02,44.52,45.05,45.73,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-29,72.12,65.83,60.65,53.65,53.12,52.97,50.23,48.45,0.0,47.71,0.0,45.57,0.0,45.89,0.0,45.55,0.0,45.0,45.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,68.31,63.94,57.01,52.75,51.93,51.23,49.87,46.07,0.0,45.44,0.0,45.02,0.0,45.68,0.0,47.23,0.0,46.77,45.22,45.98,48.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,70.39,65.19,58.99,54.84,51.92,51.81,50.45,49.8,0.0,51.21,0.0,49.8,0.0,49.08,0.0,49.66,0.0,55.3,52.18,52.0,53.56,0.0,57.03,0.0,0.0,0.0,0.0,0.0
2024-10-02,66.36,63.16,56.45,51.35,48.81,49.16,48.79,47.36,0.0,47.1,0.0,48.25,0.0,47.22,0.0,48.11,0.0,48.45,54.72,49.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03,73.33,63.72,59.71,54.54,53.27,51.83,50.49,51.18,0.0,49.14,0.0,46.57,0.0,49.9,0.0,0.0,0.0,45.31,49.7,54.8,52.34,0.0,0.0,61.49,0.0,0.0,0.0,0.0
2024-10-04,74.5,67.05,59.2,54.96,53.14,49.01,48.3,46.07,0.0,43.79,0.0,44.16,0.0,44.22,0.0,48.48,0.0,44.43,48.49,46.26,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-05,78.14,69.78,62.71,54.6,52.0,48.24,48.05,45.86,0.0,44.84,0.0,43.33,0.0,44.27,0.0,42.79,0.0,42.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-06,97.22,86.81,76.73,64.87,59.77,57.77,54.75,52.95,0.0,49.79,47.09,48.37,49.07,48.37,45.67,44.37,0.0,47.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,96.32,85.47,73.47,70.35,59.28,57.27,51.6,48.11,0.0,46.25,46.36,44.43,45.73,43.73,44.82,43.55,46.82,48.08,47.72,47.83,70.33,51.59,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,105.09,93.46,83.11,66.07,62.62,55.68,50.57,45.65,0.0,44.06,41.64,41.98,41.98,43.42,46.3,43.58,0.0,46.65,0.0,0.0,0.0,68.36,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,120.12,95.21,84.09,74.64,64.1,57.66,54.0,45.94,47.32,45.1,45.28,47.14,48.13,47.29,44.67,50.08,54.21,48.48,55.41,0.0,70.74,80.77,85.35,0.0,0.0,0.0,0.0,0.0
2024-10-10,178.04,127.99,116.1,101.03,84.15,67.93,53.39,39.13,37.09,0.0,49.12,0.0,87.89,55.72,78.27,85.1,0.0,76.52,134.01,0.0,181.64,0.0,187.52,0.0,0.0,0.0,0.0,0.0
