date,24500,25000,25500,26000,26500,26750,27000,27250,27500,27750,28000,28250
2023-10-04,66.21,62.8,49.82,44.5,40.21,37.67,34.52,32.59,31.89,30.28,0.0,0.0
2023-10-05,66.82,68.88,55.03,46.85,37.25,33.95,29.26,27.01,28.56,34.32,34.06,31.14
2023-10-06,0.0,88.74,60.09,71.67,76.99,64.75,59.78,46.96,34.45,24.48,19.08,34.77
