date,27000,27500,28000,28500,29000,29500,30000,30500
2022-06-04,76.78,70.22,64.76,63.29,57.16,51.79,49.11,46.39
2022-06-05,0.0,90.9,93.05,92.97,64.5,42.57,45.98,38.93
