date,62000,63000,64000,65000,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000
2024-03-30,68.58,64.63,61.45,56.21,50.63,53.15,49.85,49.31,49.42,46.22,48.95,47.85,49.37,46.68,0.0,0.0,0.0
2024-03-31,84.01,86.83,81.45,74.94,65.13,76.04,65.38,70.08,57.62,58.11,62.18,60.95,56.18,58.37,60.79,61.51,63.88
2024-04-01,156.66,139.33,91.6,99.89,81.02,79.04,81.39,61.48,57.9,50.54,40.85,36.75,36.43,38.97,38.29,56.97,0.0
