,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000
2022-05-13,185.52,171.26,141.47,126.21,103.87,91.44,78.99,68.72,0,0,0
2022-05-14,201.93,169.62,163.51,178.48,95.22,94.54,54.87,0,0,0,0
