date,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125
2020-02-21,71.09,59.05,58.5,55.11,53.41,50.15,46.86,41.75,0.0,122.67,62.3
2020-02-22,0.0,71.36,62.46,63.58,64.54,50.03,46.31,25.49,45.03,0.0,0.0
