date,8375,8500,8625,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125
2020-06-19,96.54,94.91,80.21,78.36,66.96,56.95,50.71,47.38,44.17,39.19,69.95,39.5,42.29,42.94,48.27
2020-06-20,119.1,89.96,100.46,78.27,88.42,78.7,66.6,39.37,39.89,29.77,0.0,0.0,0.0,127.99,119.4
