,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000
2023-11-30,0,91.42,0,0,0,0,0,0,69.27,64.59,61.64,57.47,52.86,0,51.1,50.01,49.41,47.54,45.7,46.58,44.29,44.71,43.85,43.7,43.73,45.0,44.61,44.22,47.65,49.08,48.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,0,0,0,91.61,0,83.09,0,72.42,64.0,62.11,60.17,56.9,54.34,53.74,51.61,50.89,49.54,48.99,48.72,48.96,46.95,46.82,45.13,45.64,45.52,45.01,44.62,45.36,45.67,47.5,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,0,0,0,0,89.72,0,0,0,0,65.84,63.58,59.73,57.57,56.14,56.64,56.17,49.17,48.81,47.98,49.3,47.41,48.0,47.71,47.06,46.87,47.06,46.75,46.69,43.93,47.45,46.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,0,0,0,0,95.97,87.91,87.73,81.03,0,72.74,68.46,65.31,63.4,0,57.56,0,53.98,0,52.31,50.15,50.46,0,48.83,49.27,48.08,47.68,48.76,47.61,48.61,49.31,48.58,49.34,50.32,51.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,0,122.69,115.09,0,0,0,0,90.56,0,0,0,0,0,66.21,61.74,62.24,63.97,63.5,59.83,56.97,56.89,53.72,52.8,51.15,50.89,49.86,50.39,49.7,48.54,48.84,49.03,47.57,49.07,49.11,48.89,50.58,50.81,51.56,51.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,130.03,0,0,0,119.25,0,116.01,0,0,0,0,85.5,0,76.2,78.8,0,71.97,71.37,69.57,66.9,65.73,62.29,63.1,59.37,56.78,54.26,54.49,54.61,54.1,52.43,51.08,51.51,50.93,50.7,49.27,49.91,50.81,49.24,49.57,48.87,51.24,51.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,0,138.48,0,0,0,0,0,0,0,99.14,91.18,90.0,81.6,84.98,0,78.54,75.5,73.05,68.62,69.68,64.9,63.79,62.51,60.67,57.71,57.65,55.26,54.54,52.36,53.37,52.23,50.08,50.1,49.48,48.99,48.98,48.68,48.56,48.85,53.18,54.04,52.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,0,0,0,0,0,0,114.18,0,0,97.58,0,89.71,0,78.28,0,0,71.82,71.3,65.66,66.5,0,0,58.27,0,57.02,55.13,52.27,51.75,50.37,49.28,47.9,48.44,46.51,46.5,45.81,45.64,45.48,45.63,45.89,45.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,0,0,132.91,0,0,123.53,115.27,107.77,0,95.71,88.8,0,0,83.14,75.14,78.34,70.49,0,73.73,65.19,63.68,68.17,64.2,61.89,60.41,0,58.99,57.26,55.61,53.53,51.38,51.05,48.67,45.17,47.92,45.48,46.41,46.24,46.17,46.2,46.18,46.62,0,49.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
