date,92000,94000,96000,98000,99000,100000,101000,102000,102500,103000,103500,104000,104500,105000,105500,106000,107000,108000
2025-05-16,59.86,54.87,0.0,30.93,30.21,30.64,27.07,23.53,0.0,24.62,0.0,24.06,0.0,21.44,0.0,0.0,0.0,0.0
2025-05-17,0.0,64.26,47.33,41.11,34.91,32.42,27.01,23.46,0.0,24.05,0.0,22.19,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-18,0.0,112.33,102.44,73.04,73.54,71.43,76.58,71.79,65.18,56.87,38.53,58.66,54.71,47.09,50.63,47.09,45.77,41.11
