date,104000,106000,108000,110000,112000,113000,114000,115000,116000,116500,117000,117500,118000,118500,119000,119500,120000,121000
2025-07-27,78.62,66.02,63.36,51.38,44.44,37.17,37.47,37.65,33.41,0.0,32.2,0.0,32.07,0.0,32.01,0.0,33.8,0.0
2025-07-28,84.13,72.44,64.48,58.05,48.01,41.08,38.48,31.42,28.09,0.0,27.09,0.0,26.86,0.0,26.38,0.0,31.63,32.03
2025-07-29,108.53,100.62,87.04,73.37,57.19,52.57,51.6,39.16,26.97,28.14,22.72,23.68,23.37,29.11,30.08,26.62,0.0,0.0
