date,10375,10625,10750,11000,11125,11250,11375,11500,11625
2020-08-28,67.93,56.06,57.93,42.4,45.78,40.09,32.35,34.98,0.0
2020-08-29,0.0,0.0,0.0,52.46,49.11,48.07,37.23,35.49,30.17
