date,21500,22000,22250,22500,22750,23000,23250,23500,23750,24000,24250
2023-02-02,77.24,69.89,67.56,60.94,64.08,62.4,61.03,57.79,62.16,64.48,59.58
2023-02-03,90.72,71.01,66.59,63.21,51.43,45.71,36.46,33.18,44.87,50.74,0.0
