date,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000
2021-12-31,117.98,100.45,83.72,74.74,69.06,67.28,62.65,68.81,67.78,62.15
2022-01-01,0.0,0.0,84.45,93.49,81.24,71.39,75.55,60.5,65.76,119.71
