date,10750,10875,11000,11125,11250,11375,11500,11625,11750,11875,12000,12125,12250
2020-08-15,72.22,72.91,67.69,57.05,61.1,58.59,62.61,50.19,56.98,50.81,51.98,41.75,50.18
2020-08-16,111.27,87.83,89.15,86.5,79.19,90.39,44.83,57.15,49.8,37.41,49.2,0.0,0.0
