,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-26,53.13,42.55,34.59,27.08,23.73,18.89,0,0,0
2022-12-27,0,0,46.49,31.74,27.37,27.84,0,0,77.44
